year;idhous;region;refper;hldtyp;nbpers;nbkid;aduk1;aduk2;idispy;hdbgt;idpers;sex;age;edcat;occupa;iavsy;relarp;idspou;civsta;maxcop;ownkid;edyear;mnist;nat_1;nat_2;nat_3;permit;hab_ch;plingu
2003;51;Lake Gen;5101;one pers;1;0;0;0;58058.79688;8317.957024;5101;man;42;vocation;full-tim;inapplicable;Referenc;inapplicable;divorced;0;2;16;33.224228;Switzerl;Italy;inapplic;inapplic;since bi;french
2003;271;Lake Gen;27101;couple w;5;3;0;0;62375.42969;12258.14875;27101;woman;35;compulso;child. w;inapplicable;Referenc;27102;married;14;3;9;60.873891;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;341;Lake Gen;34101;one pers;1;0;0;0;64287.60156;9161.987991;34101;woman;38;full-tim;full-tim;inapplicable;Referenc;inapplicable;single.;0;0;12;55.337088;Switzerl;inapplic;inapplic;inapplic;1965;french
2003;421;Lake Gen;42101;couple w;3;1;0;0;91874.39844;15483.24508;42101;man;30;vocation;full-tim;inapplicable;Referenc;42102;married;6;2;16;31.815392;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;741;Lake Gen;74101;couple w;5;3;0;0;58955.62109;11522.09407;74101;man;43;apprenti;full-tim;inapplicable;Referenc;74102;married;20;3;12;49.877664;Italy;inapplic;inapplic;resident;1971;french
2003;881;Lake Gen;88101;couple w;2;0;0;0;114207.2031;19365.66363;88101;man;69;vocation;retired;67210;Referenc;88102;married;40;2;16;30.101144;Switzerl;inapplic;inapplic;inapplic;1977;french
2003;991;Lake Gen;99101;one pers;1;0;0;0;48538.60156;9874.220928;99101;woman;74;compulso;retired;25200;Referenc;inapplicable;widower/;0;2;9;64.79646;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;1041;Lake Gen;104102;couple w;2;0;0;0;82433.20313;13108.08689;104102;man;75;vocation;retired;;Referenc;104101;married;44;2;16;31.897492;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;1121;Lake Gen;112101;couple w;2;0;0;0;42747.57422;8841.514273;112101;man;68;apprenti;retired;30200;Referenc;112102;married;43;2;12;53.312064;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;1171;Lake Gen;117102;couple w;5;2;1;0;146699;29312.36995;117102;woman;43;universi;part-tim;inapplicable;Referenc;117101;married;24;3;18;25.454052;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;1181;Lake Gen;118102;couple w;2;0;0;0;45217;8228.132224;118102;woman;29;apprenti;full-tim;inapplicable;Referenc;118101;married;9;3;12;50.65104;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;1411;Lake Gen;141102;couple w;2;0;0;0;67328.20313;11153.27834;141102;woman;82;compulso;retired;19000;Referenc;141101;married;57;3;9;70.754385;Switzerl;inapplic;inapplic;inapplic;1921;french
2003;1551;Lake Gen;155102;couple w;4;2;0;0;69040;9846.72736;155102;woman;46;apprenti;child. w;inapplicable;Referenc;155101;married;27;2;12;50.656128;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;1651;Lake Gen;165102;couple w;2;0;0;0;59984.60156;11419.90506;165102;woman;63;apprenti;child. w;5670;Referenc;165101;married;38;2;12;55.94256;Switzerl;France a;inapplic;inapplic;1958;french
2003;1811;Lake Gen;181102;couple w;4;2;0;0;70242;11492.15808;181102;man;39;universi;full-tim;inapplicable;Referenc;181101;married;8;2;18;24.48696;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;1831;Lake Gen;183101;one pers;1;0;0;0;63687.80078;11248.23638;183101;man;38;full-tim;full-tim;inapplicable;Referenc;inapplicable;single.;0;0;12;50.335584;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;2121;Zurich;212102;couple w;2;0;0;0;124198.7969;17970.62626;212102;man;33;universi;full-tim;inapplicable;Referenc;212101;single.;0;2;18;24.99909;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;2201;Lake Gen;220101;couple w;2;0;0;0;112588.6016;16732.47511;220101;man;55;apprenti;full-tim;inapplicable;Referenc;220102;married;32;2;12;53.164512;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;2291;Lake Gen;229102;one pers;1;0;0;0;40822.60156;8064.85468;229102;woman;54;full-tim;child. w;48000;Referenc;inapplicable;widower/;0;2;12;53.663136;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;2511;Lake Gen;251102;couple w;3;1;0;0;114838.3984;19684.13004;251102;woman;43;universi;part-tim;inapplicable;Referenc;251101;married;19;1;18;26.054316;Switzerl;inapplic;inapplic;inapplic;1960;french
2003;2581;Lake Gen;258101;couple w;5;3;0;0;88538.42969;16197.44687;258101;woman;45;apprenti;part-tim;inapplicable;Referenc;258102;married;19;3;12;52.945728;Switzerl;Israel;inapplic;inapplic;since bi;french
2003;2711;Lake Gen;271101;couple w;2;0;0;0;128904.6016;21797.73415;271101;man;71;PhD;retired;130800;Referenc;271102;married;48;3;21;9.423582;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;2801;Lake Gen;280102;couple w;2;0;0;0;54289.57422;8008.659194;280102;woman;69;technica;retired;18360;Referenc;280101;married;44;2;16;33.43112;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;2841;Lake Gen;284101;one pers;1;0;0;0;55113.60156;9225.158404;284101;woman;60;bachelor;retired;66600;Referenc;inapplicable;single.;0;0;13;43.954123;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;2871;Lake Gen;287102;couple w;2;0;0;0;140613.2031;19291.95036;287102;woman;56;PhD;full-tim;inapplicable;Referenc;287101;married;24;1;21;10.330131;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;2872;Lake Gen;287103;couple w;2;0;0;0;73120.20313;12617.95741;287103;man;29;universi;full-tim;inapplicable;Referenc;287201;single.;0;1;18;25.05864;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;2891;Lake Gen;289101;couple w;2;0;0;0;99727.60156;16423.98478;289101;woman;61;bachelor;retired;48000;Referenc;289102;single.;24;0;13;49.713277;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;2951;Lake Gen;295101;lone par;3;2;0;0;40994.54297;6636.913396;295101;woman;42;bachelor;full-tim;inapplicable;Referenc;inapplicable;divorced;15;2;13;43.879931;Switzerl;inapplic;inapplic;inapplic;1993;french
2003;3411;Lake Gen;341102;couple w;2;0;0;0;58937.19922;9395.300649;341102;woman;69;apprenti;part-tim;18540;Referenc;341101;married;46;2;12;49.068672;Switzerl;inapplic;inapplic;inapplic;1934;french
2003;3521;Lake Gen;352101;lone par;3;0;2;0;100835.3984;17109.67661;352101;woman;61;universi;part-tim;26400;Referenc;inapplicable;divorced;24;3;18;25.71369;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;3551;Lake Gen;355101;couple w;4;2;0;0;93884;19046.28787;355101;woman;36;apprenti;part-tim;inapplicable;Referenc;355104;divorced;14;2;12;48.5904;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;3701;Lake Gen;370102;couple w;4;2;0;0;84302;15343.13088;370102;man;42;universi;full-tim;inapplicable;Referenc;370101;married;12;2;18;22.436058;Switzerl;inapplic;inapplic;inapplic;1961;french
2003;3712;Lake Gen;371101;other ho;4;0;0;0;80337;13438.3024;371101;man;34;apprenti;full-tim;inapplicable;Referenc;371102;married;0;2;12;45.878496;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;3971;Lake Gen;397101;couple w;3;1;0;0;55059;10662.86128;397101;man;49;apprenti;part-tim;18000;Referenc;397102;married;27;3;12;48.529344;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;3972;Lake Gen;397104;one pers;1;0;0;0;34156.39844;5512.07925;397104;woman;23;general;full-tim;inapplicable;Referenc;inapplicable;single.;0;1;10;56.306;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;4381;Lake Gen;438101;couple w;4;0;2;0;106144.7969;20436.07155;438101;woman;46;apprenti;part-tim;inapplicable;Referenc;438102;married;24;2;12;51.800928;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;4531;Lake Gen;453101;one pers;1;0;0;0;63315.60156;12677.63523;453101;woman;33;bachelor;full-tim;inapplicable;Referenc;inapplicable;single.;0;2;13;48.841521;Switzerl;inapplic;inapplic;inapplic;1993;french
2003;4751;Middlela;475101;couple w;4;2;0;0;105585;16916.60944;475101;man;40;bachelor;full-tim;inapplicable;Referenc;475102;married;12;2;13;47.663723;Switzerl;inapplic;inapplic;inapplic;1963;french
2003;4821;Lake Gen;482102;couple w;3;0;1;0;133692.4063;25758.35907;482102;woman;51;full-tim;part-tim;inapplicable;Referenc;482101;married;27;2;12;52.50816;Switzerl;inapplic;inapplic;inapplic;1976;french
2003;4951;Lake Gen;495101;one pers;1;0;0;0;78168.60156;13963.51205;495101;woman;56;PhD;retired;78850;Referenc;inapplicable;married;0;0;21;9.985416;Switzerl;Spain an;inapplic;inapplic;1973;french
2003;5361;Lake Gen;536101;couple w;2;0;0;0;53373.19531;7979.014489;536101;man;28;technica;part-tim;inapplicable;Referenc;536102;single.;0;0;16;34.830104;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;5451;Lake Gen;545101;couple w;4;2;0;0;74256.60156;12412.1858;545101;woman;35;bachelor;part-tim;inapplicable;Referenc;545102;married;0;4;13;48.572575;Switzerl;inapplic;inapplic;inapplic;1968;french
2003;5491;Lake Gen;549101;couple w;4;0;2;0;137417.2031;23754.51003;549101;woman;48;apprenti;part-tim;36000;Referenc;549104;married;23;2;12;47.5728;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;5601;Lake Gen;560102;couple w;3;0;1;0;124824.2578;22859.35056;560102;woman;50;universi;part-tim;inapplicable;Referenc;560101;married;29;2;18;22.174038;India;inapplic;inapplic;Diplomat;1996;french
2003;5821;Lake Gen;582102;couple w;2;0;0;0;97141.20313;15665.8351;582102;woman;64;full-tim;child. w;16560;Referenc;582101;married;43;2;12;46.463616;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;5981;Lake Gen;598101;couple w;2;0;0;0;35196.50391;6358.225272;598101;woman;73;domestic;retired;31920;Referenc;598102;widower/;0;1;10;54.13762;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;6001;Lake Gen;600101;one pers;1;0;0;0;30616.78711;6424.848723;600101;woman;69;apprenti;retired;27600;Referenc;inapplicable;divorced;0;2;12;47.766144;Switzerl;inapplic;inapplic;inapplic;1940;french
2003;6021;Lake Gen;602101;one pers;1;0;0;0;35832.12109;6467.853683;602101;woman;61;full-tim;retired;39780;Referenc;inapplicable;divorced;0;1;12;50.6256;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;6041;Lake Gen;604101;couple w;2;0;0;0;48456.19922;10156.97177;604101;man;66;apprenti;retired;38400;Referenc;604102;married;42;1;12;47.603328;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;6181;Middlela;618102;other ho;6;4;0;0;228832.7969;44616.83419;618102;woman;39;PhD;part-tim;inapplicable;Referenc;618101;married;13;3;21;9.469887;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;6251;Lake Gen;625102;couple w;2;0;0;0;78405.20313;13580.04907;625102;woman;60;apprenti;child. w;inapplicable;Referenc;625101;married;41;2;12;52.986432;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;6561;Lake Gen;656101;couple w;4;2;0;0;89026;12917.90118;656101;woman;36;apprenti;part-tim;inapplicable;Referenc;656102;married;8;2;12;55.759392;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;6661;Lake Gen;666102;couple w;4;0;2;0;128991;17929.71082;666102;woman;52;full-tim;child. w;inapplicable;Referenc;666101;married;28;2;12;50.467872;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;6771;Lake Gen;677101;one pers;1;0;0;0;35357.12109;7284.241903;677101;woman;77;compulso;retired;36300;Referenc;inapplicable;widower/;0;4;9;64.661199;Switzerl;inapplic;inapplic;inapplic;1949;french
2003;6782;Lake Gen;678201;couple w;2;0;0;0;140887.5938;19426.87078;678201;woman;33;PhD;full-tim;inapplicable;Referenc;678103;married;0;3;21;10.121244;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;6822;Lake Gen;682102;one pers;1;0;0;0;62943.60156;10842.91414;682102;woman;37;domestic;full-tim;inapplicable;Referenc;inapplicable;single.;0;0;10;64.91962;Switzerl;inapplic;inapplic;inapplic;1997;french
2003;6951;Lake Gen;695101;one pers;1;0;0;0;36587.78906;7513.405499;695101;man;45;full-tim;full-tim;inapplicable;Referenc;inapplicable;single.;0;0;12;50.152416;France a;inapplic;inapplic;resident;since bi;french
2003;7091;Lake Gen;709102;couple w;3;0;0;1;47849.80078;7250.238901;709102;woman;59;domestic;child. w;inapplicable;Referenc;709101;married;34;2;10;64.48834;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;7131;Lake Gen;713101;one pers;1;0;0;0;34530.60156;6882.460564;713101;woman;84;universi;retired;40660;Referenc;inapplicable;single.;0;0;18;25.494546;Switzerl;inapplic;inapplic;inapplic;1962;french
2003;7221;Lake Gen;722101;one pers;1;0;0;0;51627.60156;9714.176646;722101;woman;49;full-tim;full-tim;inapplicable;Referenc;inapplicable;divorced;0;1;12;50.90544;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;7311;Lake Gen;731101;one pers;1;0;0;0;19435.78711;4087.533418;731101;woman;78;domestic;retired;21600;Referenc;inapplicable;single.;0;0;10;55.29968;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;7531;Lake Gen;753101;couple w;2;0;0;0;71126.57813;11114.9907;753101;man;63;vocation;retired;84000;Referenc;753102;married;32;1;16;32.5116;Germany;inapplic;inapplic;resident;1964;french
2003;7561;Lake Gen;756101;couple w;5;3;0;0;100516.7969;15217.25803;756101;man;39;PhD;full-tim;inapplicable;Referenc;756102;married;11;3;21;9.832095;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;7671;Lake Gen;767101;couple w;4;2;0;0;58653.70313;10351.3618;767101;man;39;apprenti;full-tim;inapplicable;Referenc;767102;married;15;2;12;52.869408;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;7761;Lake Gen;776101;lone par;2;0;1;0;98518.20313;13457.26616;776101;woman;54;bachelor;full-tim;inapplicable;Referenc;inapplicable;divorced;27;inapplic;13;43.536793;Switzerl;inapplic;inapplic;inapplic;since bi;inapplic
2003;7811;Lake Gen;781101;couple w;4;2;0;0;75673;10981.6143;781101;woman;36;apprenti;part-tim;inapplicable;Referenc;781102;married;13;2;12;53.37312;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;7931;Lake Gen;793101;couple w;2;0;0;0;82291.20313;16288.74806;793101;woman;66;bachelor;child. w;12600;Referenc;793102;married;39;0;13;50.023956;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;8021;Lake Gen;802102;couple w;2;0;0;0;49301.19922;7649.177928;802102;woman;72;apprenti;retired;18540;Referenc;802101;married;44;3;12;52.263936;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;8281;Middlela;828102;couple w;3;0;1;0;49572.05859;9522.796619;828102;woman;51;apprenti;child. w;inapplicable;Referenc;828101;married;29;2;12;55.174272;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;8381;Middlela;838101;couple w;4;2;0;0;93523.20313;15376.24788;838101;man;37;apprenti;full-tim;inapplicable;Referenc;838102;married;6;3;12;52.742208;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;8391;Middlela;839101;couple w;2;0;0;0;38497.35938;5986.838706;839101;man;65;compulso;other re;211000;Referenc;839102;married;43;1;9;69.826881;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;8421;Middlela;842101;couple w;2;0;0;0;60044.19922;9743.656225;842101;woman;58;domestic;part-tim;inapplicable;Referenc;842102;married;39;2;10;63.38618;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;8751;Middlela;875102;couple w;5;3;0;0;93828.79688;13264.84405;875102;woman;39;apprenti;part-tim;inapplicable;Referenc;875101;married;0;3;12;47.196288;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;8891;Middlela;889101;lone par;3;0;2;0;68934;13795.36179;889101;woman;23;general;in schoo;inapplicable;Referenc;inapplicable;single.;23;0;10;61.76289;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;8892;Ticino;889104;one pers;1;0;0;0;24466;5410.93056;889104;man;60;universi;other re;54000;Referenc;inapplicable;divorced;0;2;18;22.674258;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;9021;Middlela;902101;couple w;2;0;0;0;76799.20313;10983.75541;902101;man;76;universi;retired;84600;Referenc;902102;married;45;2;18;25.7256;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;9072;Middlela;907101;couple w;6;4;0;0;73076.79688;12722.74899;907101;man;40;apprenti;full-tim;inapplicable;Referenc;907201;divorced;0;2;12;47.511744;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;9111;Middlela;911102;couple w;4;2;0;0;59147.62891;10277.36818;911102;woman;32;apprenti;child. w;inapplicable;Referenc;911101;married;8;3;12;52.732032;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;9431;Middlela;943102;couple w;5;3;0;0;74533.4375;12211.87068;943102;woman;33;apprenti;work in;inapplicable;Referenc;943101;married;9;3;12;51.94848;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;9601;Middlela;960102;couple w;2;0;0;0;115824.2031;16406.7729;960102;woman;63;bachelor;child. w;18000;Referenc;960101;married;39;3;13;50.946719;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;9751;Middlela;975101;couple w;2;0;0;0;81117.20313;13967.5695;975101;man;41;vocation;full-tim;inapplicable;Referenc;975102;married;4;0;16;31.693884;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;9851;Lake Gen;985102;couple w;2;0;0;0;52637.19922;10415.0256;985102;woman;45;vocation;part-tim;inapplicable;Referenc;985106;divorced;0;3;16;30.82034;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;9852;Middlela;985101;couple w;4;1;1;0;115981;17311.82099;985101;man;48;vocation;full-tim;inapplicable;Referenc;985201;divorced;0;3;16;31.16516;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;9911;Middlela;991102;couple w;2;0;0;0;75995.5625;10645.86561;991102;woman;58;apprenti;part-tim;inapplicable;Referenc;991101;married;34;3;12;53.149248;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;9971;Middlela;997101;lone par;3;2;0;0;41473.64063;6275.086059;997101;woman;39;apprenti;full-tim;inapplicable;Referenc;inapplicable;divorced;15;2;12;51.92304;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;10071;Middlela;1007101;one pers;1;0;0;0;34994;5388.776064;1007101;man;27;apprenti;full-tim;inapplicable;Referenc;inapplicable;single.;0;1;12;49.516416;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;10131;Middlela;1013101;one pers;1;0;0;0;52361.19922;7686.038221;1013101;woman;55;bachelor;part-tim;inapplicable;Referenc;inapplicable;divorced;0;0;13;43.457964;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;10241;Middlela;1024102;couple w;2;0;0;0;80451.20313;15736.61517;1024102;woman;62;domestic;part-tim;inapplicable;Referenc;1024101;married;34;2;10;65.40481;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;10281;Middlela;1028102;couple w;5;1;2;0;132314.5938;18179.67471;1028102;woman;43;apprenti;part-tim;inapplicable;Referenc;1028101;married;20;3;12;50.325408;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;10311;Middlela;1031101;couple w;4;0;2;0;87918;17959.72096;1031101;woman;58;apprenti;child. w;inapplicable;Referenc;1031102;married;29;2;12;53.256096;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;10321;Middlela;1032102;couple w;3;0;1;0;159650.2031;24011.7318;1032102;woman;55;full-tim;part-tim;inapplicable;Referenc;1032101;married;23;5;12;52.33008;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;10331;Middlela;1033102;couple w;4;1;1;0;97379.60156;18109.48013;1033102;woman;45;apprenti;child. w;inapplicable;Referenc;1033101;married;23;2;12;48.610752;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;10471;Middlela;1047101;one pers;1;0;0;0;39847.19922;6623.245584;1047101;woman;68;domestic;retired;30170;Referenc;inapplicable;divorced;0;2;10;60.70266;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;10611;Middlela;1061101;couple w;5;3;0;0;138911.7969;21223.816;1061101;woman;40;PhD;part-tim;inapplicable;Referenc;1061102;married;12;3;21;10.764369;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;10621;Lake Gen;1062102;other ho;4;2;0;0;171663;25175.40115;1062102;woman;43;PhD;part-tim;inapplicable;Referenc;1062101;married;15;2;21;10.993836;Switzerl;France a;inapplic;inapplic;1985;german
2003;10631;Middlela;1063103;lone par;4;0;3;0;126126.7969;22294.37063;1063103;woman;23;vocation;full-tim;inapplicable;Referenc;inapplicable;single.;23;0;14;40.428388;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;10641;Middlela;1064102;couple w;3;0;1;0;75478.20313;10905.81143;1064102;woman;44;apprenti;part-tim;inapplicable;Referenc;1064101;married;0;2;12;46.570464;Switzerl;Italy;inapplic;inapplic;since bi;german
2003;10721;Middlela;1072102;couple w;2;0;0;0;75621.20313;13026.0359;1072102;woman;65;universi;retired;17500;Referenc;1072101;married;16;0;18;25.937598;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;10891;Middlela;1089102;couple w;4;2;0;0;89374.60156;15278.51634;1089102;woman;36;full-tim;part-tim;inapplicable;Referenc;1089101;married;10;3;12;47.21664;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;10951;Middlela;1095101;couple w;2;0;0;0;42726;6927.16544;1095101;man;38;vocation;in schoo;inapplicable;Referenc;1095102;divorced;7;1;16;32.97136;Sri Lank;inapplic;inapplic;annual p;1991;french
2003;11041;Middlela;1104102;couple w;3;1;0;0;85054.39844;11833.05004;1104102;woman;47;apprenti;child. w;inapplicable;Referenc;1104101;married;29;1;12;49.76064;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;11061;Middlela;1106102;couple w;2;0;0;0;33698.35938;5220.771191;1106102;woman;73;apprenti;retired;18600;Referenc;1106101;married;51;2;12;49.974336;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;11271;Middlela;1127102;couple w;2;0;0;0;87598.20313;16616.38745;1127102;woman;57;apprenti;part-tim;inapplicable;Referenc;1127101;married;35;2;12;52.477632;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;11291;Middlela;1129101;couple w;4;2;0;0;79563.60156;12532.90488;1129101;woman;39;apprenti;part-tim;inapplicable;Referenc;1129102;married;14;2;12;54.838464;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;11371;Middlela;1137102;couple w;4;0;2;0;131845.2031;26456.83139;1137102;woman;55;bachelor;part-tim;inapplicable;Referenc;1137101;married;30;2;13;49.592715;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;11401;Middlela;1140102;couple w;2;0;0;0;56737;11148.1951;1140102;woman;73;full-tim;retired;56760;Referenc;1140101;married;51;2;12;48.972;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;11501;Middlela;1150101;one pers;1;0;0;0;46384.60156;9676.345151;1150101;man;31;compulso;full-tim;inapplicable;Referenc;inapplicable;single.;0;2;9;65.620908;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;11651;Middlela;1165102;couple w;3;1;0;0;60720.03516;11555.27775;1165102;woman;50;domestic;part-tim;inapplicable;Referenc;1165101;married;26;4;10;58.97754;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;11661;Middlela;1166101;couple w;2;0;0;0;89473;17637.53709;1166101;man;32;apprenti;full-tim;inapplicable;Referenc;1166103;single.;0;0;12;49.104288;Switzerl;inapplic;inapplic;inapplic;1971;french
2003;11831;Middlela;1183102;couple w;4;2;0;0;81067;13967.92586;1183102;woman;33;apprenti;part-tim;inapplicable;Referenc;1183101;married;14;2;12;54.456864;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;12001;Middlela;1200101;couple w;2;0;0;0;110132.9688;15586.00718;1200101;woman;47;bachelor;part-tim;inapplicable;Referenc;1200102;married;0;0;13;44.825879;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;12121;Middlela;1212101;couple w;4;2;0;0;74375.60156;11509.46587;1212101;woman;43;apprenti;child. w;inapplicable;Referenc;1212102;married;17;2;12;55.622016;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;12191;Middlela;1219102;couple w;2;0;0;0;37489.49609;6225.704915;1219102;woman;66;apprenti;retired;18700;Referenc;1219101;married;39;2;12;51.0072;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;12281;Middlela;1228101;one pers;1;0;0;0;22645.24805;4456.803059;1228101;woman;73;compulso;retired;24000;Referenc;inapplicable;single.;0;0;9;65.221566;Italy;inapplic;inapplic;resident;1957;italian
2003;12321;Middlela;1232101;other ho;2;0;0;0;61718.19922;9752.62097;1232101;woman;70;bachelor;retired;61320;Referenc;inapplicable;single.;66;0;13;48.020772;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;12611;Middlela;1261101;one pers;1;0;0;0;36719.83594;5727.019734;1261101;woman;40;bachelor;full-tim;inapplicable;Referenc;inapplicable;single.;0;0;13;43.03136;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;12791;Middlela;1279102;couple w;5;3;0;0;59697.44531;12514.18722;1279102;woman;39;apprenti;child. w;inapplicable;Referenc;1279101;married;14;3;12;55.566048;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;13181;Middlela;1318102;couple w;5;3;0;0;97363.79688;18139.87465;1318102;woman;36;apprenti;child. w;inapplicable;Referenc;1318101;married;16;3;12;45.914112;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;13221;Middlela;1322102;couple w;3;1;0;0;56998.60156;10917.21462;1322102;woman;30;universi;child. w;inapplicable;Referenc;1322101;married;10;3;18;23.064906;Switzerl;inapplic;inapplic;inapplic;since bi;french
2003;13341;Middlela;1334101;couple w;2;0;0;0;84243.20313;17224.11431;1334101;man;67;universi;other re;94800;Referenc;1334102;married;40;1;18;23.608002;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;13381;Middlela;1338102;one pers;1;0;0;0;28420;4873.76992;1338102;woman;28;apprenti;part-tim;inapplicable;Referenc;inapplicable;married;0;1;12;46.417824;Switzerl;Italy;inapplic;inapplic;since bi;french
2003;13441;Middlela;1344101;couple w;2;0;0;0;85639.20313;15105.11477;1344101;man;61;apprenti;other re;84000;Referenc;1344102;married;36;2;12;51.129312;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;13681;Middlela;1368101;couple w;4;2;0;0;87457.60156;17620.02774;1368101;woman;37;bachelor;child. w;inapplicable;Referenc;1368102;married;4;3;13;46.360726;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;13701;North-we;1370102;one pers;1;0;0;0;53955.80078;9735.037163;1370102;woman;40;apprenti;full-tim;inapplicable;Referenc;inapplicable;divorced;0;0;12;46.433088;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;13761;Middlela;1376101;lone par;3;2;0;0;25212.64063;4365.504313;1376101;woman;41;apprenti;part-tim;inapplicable;Referenc;inapplicable;single.;8;2;12;51.938304;Switzerl;inapplic;inapplic;inapplic;since bi;german
2003;13891;Middlela;1389102;couple w;2;0;0;0;40965.4375;8858.371522;1389102;woman;70;apprenti;retired;18000;Referenc;1389101;married;48;2;12;46.346592;Switzerl;inapplic;inapplic;inapplic;since bi;german
